x,y,ytrue
0.0,0.2127732944917553,0.20189651799465536
0.010101010101010102,0.304714894901869,0.21866547613128834
0.020202020202020204,0.11009267134413994,0.23634443807791253
0.030303030303030304,0.25594968464336815,0.2549319852193066
0.04040404040404041,0.30291062691966625,0.2744208117113341
0.05050505050505051,0.25710649372776107,0.2947973236533041
0.06060606060606061,0.544244797056856,0.3160412736925108
0.07070707070707072,0.1763398939399676,0.3381254383990289
0.08080808080808081,0.37047841139745313,0.3610153456690465
0.09090909090909091,0.5136032012760894,0.3846690592068212
0.10101010101010102,0.31465002317888324,0.40903702679332665
0.11111111111111112,0.45086040285120127,0.4340619985708148
0.12121212121212122,0.5155324932896898,0.4596790209565167
0.13131313131313133,0.514193761621281,0.4858155110480747
0.14141414141414144,0.6635637025938961,0.5123914155035476
0.15151515151515152,0.6449031876603428,0.5393194568785432
0.16161616161616163,0.7174736477034274,0.5665054692938288
0.17171717171717174,0.654749449722999,0.5938488241032294
0.18181818181818182,0.6623424257887817,0.6212429449511462
0.19191919191919193,0.5121850331558176,0.6485759102715443
0.20202020202020204,0.6281536667338896,0.6757311399079501
0.21212121212121213,0.8276568829634595,0.7025881611508992
0.22222222222222224,0.7959013134215202,0.7290234481207598
0.23232323232323235,0.7073556845286925,0.7549113270962237
0.24242424242424243,0.8491461766827298,0.7801249391285576
0.25252525252525254,1.0070117748045297,0.8045372501152397
0.26262626262626265,1.0095194886978043,0.8280220974592384
0.27272727272727276,0.7453912309257452,0.8504552615358202
0.2828282828282829,0.7350174372497157,0.8717155494491184
0.29292929292929293,0.9618159441899088,0.8916858780048745
0.30303030303030304,0.8364799461147966,0.9102543424696213
0.31313131313131315,1.0717469851398576,0.9273152575423621
0.32323232323232326,0.9408157967709121,0.9427701570406778
0.33333333333333337,1.1041693981397829,0.9565287391030293
0.3434343434343435,1.1868124004100626,0.9685097442321637
0.3535353535353536,0.8541427795576821,0.9786417542457057
0.36363636363636365,0.8562607706623449,0.9868639011493974
0.37373737373737376,1.2056777518564554,0.993126476091775
0.38383838383838387,0.9991963477241734,0.9973914298778788
0.393939393939394,1.093287023165195,0.999632757991642
0.4040404040404041,1.010565545388343,0.9998367646762384
0.4141414141414142,0.9546858620570335,0.9980022023204502
0.42424242424242425,0.9077738259577413,0.9941402841663896
0.43434343434343436,1.0733732277510795,0.9882745701574857
0.4444444444444445,1.1311667581355889,0.9804407275525452
0.4545454545454546,0.7930857418867104,0.9706861697088363
0.4646464646464647,1.0347124978427324,0.959069578152137
0.4747474747474748,1.085734477261422,0.9456603146735131
0.48484848484848486,0.8609847278242,0.9305377316922985
0.494949494949495,1.0114258351587428,0.9137903904761093
0.5050505050505051,0.8880788048117043,0.8955151979887481
0.5151515151515152,0.80907500442195,0.8758164741262985
0.5252525252525253,0.7901756824539865,0.8548049618854667
0.5353535353535354,0.863043863925029,0.8325967935755305
0.5454545454545455,0.8802570583944083,0.8093124265299622
0.5555555555555556,0.7449655175808778,0.7850755618942908
0.5656565656565657,0.9698547731079881,0.7600120599660495
0.5757575757575758,0.6449178932663935,0.7342488652480523
0.5858585858585859,0.7408838794965997,0.707912953859187
0.595959595959596,0.8377331901059817,0.681130315242608
0.6060606060606061,0.5933305730064178,0.6540249792381126
0.6161616161616162,0.7235039669847555,0.626718098564861
0.6262626262626263,0.4489494127049263,0.5993270956159799
0.6363636363636365,0.4579755118707636,0.5719648812230299
0.6464646464646465,0.3659749128100429,0.5447391517320688
0.6565656565656566,0.42215411982764606,0.5177517693705608
0.6666666666666667,0.5912656997123182,0.49109822950215504
0.6767676767676768,0.44647926133688653,0.4648672169898959
0.686868686868687,0.4572363710483064,0.43914025254215244
0.696969696969697,0.2770653009042797,0.413991428622003
0.7070707070707072,0.44599226328849473,0.38948723328039664
0.7171717171717172,0.4693249615244869,0.36568645914409853
0.7272727272727273,0.5233397597231927,0.34264019376630944
0.7373737373737375,0.5136266728071603,0.32039188664322754
0.7474747474747475,0.1411662373620103,0.29897748742281266
0.7575757575757577,0.5043574307151872,0.27842564918879414
0.7676767676767677,0.3583223615076865,0.2587579901966303
0.7777777777777778,0.2610826182353131,0.23998940706889463
0.787878787878788,0.397102756621103,0.2221284322229722
0.797979797979798,0.184946724380679,0.20517762819900995
0.8080808080808082,0.18064778863879538,0.189134011573613
0.8181818181818182,0.02634791376208709,0.1739894992757694
0.8282828282828284,0.18830304629261402,0.15973137035524643
0.8383838383838385,0.1048893597235605,0.1463427365784327
0.8484848484848485,0.04302979077987251,0.13380301562951985
0.8585858585858587,0.10465905063233767,0.12208840116281457
0.8686868686868687,0.16824990049929223,0.11117232447133789
0.8787878787878789,0.3332768277406424,0.10102590309435745
0.888888888888889,0.14619611342167382,0.09161837226911507
0.8989898989898991,0.19924964849652843,0.08291749572736871
0.9090909090909092,0.09158008065931547,0.07488995293395478
0.9191919191919192,0.13580806315443877,0.0675017004518379
0.9292929292929294,0.1270879618860676,0.06071830568667898
0.9393939393939394,0.12351823727550706,0.05450525180565237
0.9494949494949496,0.03464764432723262,0.0488282131332209
0.9595959595959597,0.0040510252370272795,0.043653300795291824
0.9696969696969697,-0.016810806442844564,0.0389472788083733
0.9797979797979799,0.048696770431660756,0.034677751189067796
0.98989898989899,0.0319592677440843,0.030813320989686425
1.0,-0.14149435816279607,0.02732372244729257
